"Time of Day","Lap","LeadLap","Lap Tm","Speed","Hits","Strength","Noise","S1","S1 Tm","S2","S2 Tm","S3","S3 Tm","SPT","SPT Tm"
"14:19:18.864","12","12","1:04.947","169,504","14","168","63","0,0","27.395","0,0","23.968","0,0","13.584","204,5","0.528"
"14:20:23.863","13","13","1:04.999","169,369","10","168","43","0,0","27.456","0,0","24.012","0,0","13.531","204,5","0.528"
"14:21:29.563","14","14","1:05.700","167,562","12","162","33","0,0","27.576","0,0","24.037","0,0","14.087","204,2","0.529"
"14:22:35.081","15","15","1:05.518","168,027","15","164","36","0,0","27.744","0,0","24.099","0,0","13.675","204,9","0.527"
"14:23:40.541","16","16","1:05.460","168,176","11","162","29","0,0","27.701","0,0","24.109","0,0","13.650","206,1","0.524"
"14:24:46.119","17","17","1:05.578","167,873","20","162","59","0,0","27.747","0,0","24.167","0,0","13.664","205,7","0.525"
"14:25:51.575","18","18","1:05.456","168,186","11","161","47","0,0","27.722","0,0","24.149","0,0","13.585","204,9","0.527"
"14:26:57.072","19","19","1:05.497","168,081","12","167","43","0,0","27.659","0,0","24.162","0,0","13.676","205,7","0.525"
"14:28:02.669","20","20","1:05.597","167,825","11","161","39","0,0","27.721","0,0","24.239","0,0","13.637","204,9","0.527"
"14:29:08.252","21","21","1:05.583","167,861","21","166","34","0,0","27.713","0,0","24.221","0,0","13.649","204,5","0.528"
"14:30:14.018","22","22","1:05.766","167,393","21","166","37","0,0","27.805","0,0","24.317","0,0","13.644","204,5","0.528"
"14:31:19.920","23","23","1:05.902","167,048","19","166","34","0,0","27.951","0,0","24.244","0,0","13.707","204,9","0.527"
"14:32:25.759","24","24","1:05.839","167,208","20","162","31","0,0","27.765","0,0","24.347","0,0","13.727","204,2","0.529"
"14:33:31.694","25","25","1:05.935","166,964","11","164","31","0,0","27.883","0,0","24.344","0,0","13.708","204,9","0.527"
"14:34:37.636","26","26","1:05.942","166,947","25","164","33","0,0","27.823","0,0","24.368","0,0","13.751","204,9","0.527"
"14:35:43.704","27","27","1:06.068","166,628","13","163","34","0,0","27.954","0,0","24.357","0,0","13.757","205,3","0.526"
51 - Atila Abreu - Stock Car PRO 2024
"14:04:26.961","1","1","1:09.469","158,471","13","165","29","0,0","30.086","0,0","25.303","0,0","14.080","202,6","0.533"
"14:05:33.672","2","2","1:06.711","165,022","17","169","24","0,0","28.254","0,0","24.494","0,0","13.963","203,4","0.531"
"14:06:39.245","3","3","1:05.573","167,886","13","169","33","0,0","27.658","0,0","24.117","0,0","13.798","204,9","0.527"
"14:07:45.404","4","4","1:06.159","166,399","11","168","41","0,0","27.600","0,0","24.496","0,0","14.063","203,8","0.530"
"14:09:05.544","5","5","1:20.140","137,370","18","163","51","0,0","27.827","0,0","32.121","0,0","20.192","103,5","1.043"
"14:10:44.318","6","6","1:38.774","111,454","35","161","34","0,0","35.117","0,0","41.602","0,0","22.055","90,1","1.199"
"14:12:29.975","7","7","1:45.657","104,194","30","165","31","0,0","47.145","0,0","41.431","0,0","17.081","147,3","0.733"
"14:14:17.769","8","8","1:47.794","102,128","13","164","31","0,0","50.540","0,0","42.913","0,0","14.341","168,0","0.643"
"14:15:22.843","9","9","1:05.074","169,174","17","162","29","0,0","27.433","0,0","24.010","0,0","13.631","203,4","0.531"
"14:16:27.748","10","10","1:04.905","169,614","10","166","33","0,0","27.270","0,0","24.050","0,0","13.585","204,2","0.529"
"14:17:32.510","11","11","1:04.762","169,989","12","165","41","0,0","27.206","0,0","24.023","0,0","13.533","204,2","0.529"
"14:18:37.548","12","12","1:05.038","169,267","11","162","30","0,0","27.343","0,0","24.067","0,0","13.628","203,8","0.530"
"14:19:42.654","13","13","1:05.106","169,090","17","163","63","0,0","27.333","0,0","24.133","0,0","13.640","203,8","0.530"
"14:20:47.800","14","14","1:05.146","168,987","13","164","43","0,0","27.374","0,0","24.141","0,0","13.631","203,8","0.530"
"14:21:52.863","15","15","1:05.063","169,202","10","165","36","0,0","27.278","0,0","24.106","0,0","13.679","203,4","0.531"
"14:22:58.076","16","16","1:05.213","168,813","13","166","29","0,0","27.324","0,0","24.198","0,0","13.691","204,2","0.529"
"14:24:03.545","17","17","1:05.469","168,153","9","157","59","0,0","27.543","0,0","24.271","0,0","13.655","202,2","0.534"
"14:25:08.846","18","18","1:05.301","168,585","9","165","54","0,0","27.436","0,0","24.232","0,0","13.633","203,0","0.532"
"14:26:14.235","19","19","1:05.389","168,359","9","161","47","0,0","27.472","0,0","24.234","0,0","13.683","202,6","0.533"
"14:27:19.512","20","20","1:05.277","168,647","14","164","43","0,0","27.428","0,0","24.231","0,0","13.618","203,0","0.532"
"14:28:24.976","21","21","1:05.464","168,166","10","161","39","0,0","27.519","0,0","24.297","0,0","13.648","203,0","0.532"
"14:30:04.218","22","22","1:39.242","110,929","50","173","17","0,0","27.509","0,0","24.350","","","201,5","0.536"
"14:31:22.079","23","23","1:17.861","141,390","9","165","34","","","0,0","24.295","0,0","13.735","203,0","0.532"
"14:32:27.825","24","24","1:05.746","167,444","11","168","31","0,0","27.705","0,0","24.327","0,0","13.714","201,9","0.535"
"14:33:33.558","25","25","1:05.733","167,478","9","165","31","0,0","27.698","0,0","24.282","0,0","13.753","204,2","0.529"
"14:34:39.312","26","26","1:05.754","167,424","17","162","33","0,0","27.755","0,0","24.300","0,0","13.699","203,4","0.531"
"14:35:45.192","27","27","1:05.880","167,104","15","162","34","0,0","27.740","0,0","24.371","0,0","13.769","203,8","0.530"
95 - Lucas Kohl - Stock Car PRO 2024
"14:04:27.733","1","1","1:09.653","158,052","25","180","29","0,0","30.098","0,0","25.352","0,0","14.203","203,4","0.531"
"14:05:34.081","2","2","1:06.348","165,925","20","182","24","0,0","28.265","0,0","24.234","0,0","13.849","215,6","0.501"
"14:06:39.672","3","3","1:05.591","167,840","31","175","33","0,0","27.798","0,0","24.014","0,0","13.779","204,5","0.528"
"14:07:45.196","4","4","1:05.524","168,012","32","176","41","0,0","27.619","0,0","24.017","0,0","13.888","213,9","0.505"
"14:09:04.280","5","5","1:19.084","139,204","60","177","51","0,0","27.566","0,0","31.515","0,0","20.003","98,5","1.097"
"14:10:43.240","6","6","1:38.960","111,245","61","174","34","0,0","35.165","0,0","41.572","0,0","22.223","104,8","1.031"
"14:12:28.406","7","7","1:45.166","104,680","91","178","31","0,0","46.445","0,0","41.452","0,0","17.269","150,6","0.717"
"14:14:17.158","8","8","1:48.752","101,228","44","178","31","0,0","50.656","0,0","43.766","0,0","14.330","164,1","0.658"
"14:15:22.068","9","9","1:04.910","169,601","33","179","29","0,0","27.279","0,0","24.035","0,0","13.596","203,0","0.532"
"14:16:26.697","10","10","1:04.629","170,338","35","177","33","0,0","27.360","0,0","23.793","0,0","13.476","214,7","0.503"
"14:17:31.403","11","11","1:04.706","170,136","30","174","41","0,0","27.370","0,0","23.836","0,0","13.500","214,7","0.503"
"14:18:36.593","12","12","1:05.190","168,873","25","173","30","0,0","27.361","0,0","24.192","0,0","13.637","203,0","0.532"
"14:19:41.546","13","13","1:04.953","169,489","46","175","63","0,0","27.391","0,0","24.010","0,0","13.552","213,9","0.505"
"14:20:46.508","14","14","1:04.962","169,465","26","174","43","0,0","27.563","0,0","23.925","0,0","13.474","213,4","0.506"
"14:21:51.830","15","15","1:05.322","168,531","35","175","36","0,0","27.421","0,0","24.234","0,0","13.667","203,0","0.532"
"14:22:56.672","16","16","1:04.842","169,779","32","176","29","0,0","27.368","0,0","23.986","0,0","13.488","213,4","0.506"
"14:24:02.010","17","17","1:05.338","168,490","42","175","59","0,0","27.467","0,0","24.221","0,0","13.650","202,6","0.533"
"14:25:42.702","18","18","1:40.692","109,331","96","185","19","0,0","27.599","0,0","24.233","","","202,6","0.533"
"14:27:00.438","19","19","1:17.736","141,618","24","175","43","","","0,0","23.952","0,0","13.560","214,3","0.504"
"14:28:05.619","20","20","1:05.181","168,896","45","176","39","0,0","27.571","0,0","24.070","0,0","13.540","213,4","0.506"
"14:29:11.339","21","21","1:05.720","167,511","36","172","34","0,0","27.637","0,0","24.374","0,0","13.709","201,9","0.535"
"14:30:16.957","22","22","1:05.618","167,771","41","175","37","0,0","27.637","0,0","24.344","0,0","13.637","203,4","0.531"
"14:31:22.778","23","23","1:05.821","167,254","43","176","34","0,0","27.689","0,0","24.378","0,0","13.754","204,2","0.529"
"14:32:28.481","24","24","1:05.703","167,554","32","176","31","0,0","27.699","0,0","24.289","0,0","13.715","203,4","0.531"
"14:33:34.292","25","25","1:05.811","167,279","35","174","31","0,0","27.702","0,0","24.396","0,0","13.713","203,8","0.530"
"14:34:39.890","26","26","1:05.598","167,822","44","174","33","0,0","27.781","0,0","24.172","0,0","13.645","215,1","0.502"
"14:35:46.056","27","27","1:06.166","166,382","48","175","34","0,0","27.864","0,0","24.413","0,0","13.889","204,2","0.529"
120 - Vitor Baptista - Stock Car PRO 2024
"14:04:27.099","1","1","1:09.527","158,338","12","160","29","0,0","30.201","0,0","25.254","0,0","14.072","204,9","0.527"
"14:05:33.361","2","2","1:06.262","166,140","10","161","24","0,0","28.318","0,0","24.350","0,0","13.594","215,6","0.501"
"14:06:38.736","3","3","1:05.375","168,395","17","158","33","0,0","27.712","0,0","24.090","0,0","13.573","206,5","0.523"
"14:07:44.824","4","4","1:06.088","166,578","17","162","41","0,0","27.835","0,0","24.496","0,0","13.757","203,8","0.530"
"14:09:03.494","5","5","1:18.670","139,936","20","157","51","0,0","27.488","0,0","31.070","0,0","20.112","94,4","1.144"
"14:10:42.560","6","6","1:39.066","111,126","34","156","34","0,0","35.084","0,0","41.399","0,0","22.583","106,9","1.010"
"14:12:27.527","7","7","1:44.967","104,879","40","159","31","0,0","46.397","0,0","41.173","0,0","17.397","151,9","0.711"
"14:14:16.376","8","8","1:48.849","101,138","14","155","31","0,0","50.526","0,0","44.145","0,0","14.178","165,4","0.653"
"14:15:21.418","9","9","1:05.042","169,257","15","161","29","0,0","27.387","0,0","24.074","0,0","13.581","206,1","0.524"
"14:17:03.431","10","10","1:42.013","107,916","44","163","20","0,0","27.415","0,0","24.006","","","205,7","0.525"
"14:18:20.513","11","11","1:17.082","142,819","12","160","30","","","0,0","23.553","0,0","13.386","216,9","0.498"
"14:19:24.772","12","12","1:04.259","171,319","12","161","63","0,0","27.279","0,0","23.590","0,0","13.390","217,7","0.496"
"14:20:29.630","13","13","1:04.858","169,737","17","160","43","0,0","27.270","0,0","24.041","0,0","13.547","203,4","0.531"
"14:21:34.337","14","14","1:04.707","170,133","19","156","33","0,0","27.181","0,0","23.991","0,0","13.535","205,3","0.526"
"14:22:39.942","15","15","1:05.605","167,804","14","161","36","0,0","27.584","0,0","24.463","0,0","13.558","218,6","0.494"
"14:23:45.994","16","16","1:06.052","166,669","15","159","29","0,0","27.787","0,0","24.621","0,0","13.644","205,3","0.526"
"14:24:51.339","17","17","1:05.345","168,472","19","154","54","0,0","27.478","0,0","24.237","0,0","13.630","207,3","0.521"
"14:25:56.619","18","18","1:05.280","168,640","13","164","47","0,0","27.666","0,0","24.069","0,0","13.545","218,6","0.494"
"14:27:02.745","19","19","1:06.126","166,482","14","155","43","0,0","28.103","0,0","24.342","0,0","13.681","206,1","0.524"
"14:28:09.023","20","20","1:06.278","166,100","16","159","39","0,0","27.748","0,0","24.796","0,0","13.734","204,2","0.529"
"14:29:14.386","21","21","1:05.363","168,426","18","162","34","0,0","27.666","0,0","24.081","0,0","13.616","205,3","0.526"
"14:30:19.488","22","22","1:05.102","169,101","11","162","37","0,0","27.424","0,0","24.094","0,0","13.584","206,1","0.524"
"14:31:24.876","23","23","1:05.388","168,361","16","161","34","0,0","27.648","0,0","24.106","0,0","13.634","208,1","0.519"
"14:32:30.144","24","24","1:05.268","168,671","17","161","31","0,0","27.493","0,0","24.169","0,0","13.606","206,9","0.522"
"14:33:35.505","25","25","1:05.361","168,431","12","157","31","0,0","27.586","0,0","24.156","0,0","13.619","206,5","0.523"
"14:34:40.877","26","26","1:05.372","168,402","16","161","33","0,0","27.542","0,0","24.133","0,0","13.697","206,5","0.523"
"14:35:46.618","27","27","1:05.741","167,457","11","159","34","0,0","27.757","0,0","24.291","0,0","13.693","206,1","0.524"
35 - Gabriel Robe - Stock Car PRO 2024
"14:04:25.577","1","1","1:09.278","158,908","26","169","29","0,0","30.115","0,0","25.239","0,0","13.924","204,2","0.529"
"14:05:31.205","2","2","1:05.628","167,745","58","167","24","0,0","28.044","0,0","23.985","0,0","13.599","216,4","0.499"
"14:06:36.363","3","3","1:05.158","168,955","72","168","33","0,0","27.485","0,0","23.930","0,0","13.743","214,3","0.504"
"14:07:41.519","4","4","1:05.156","168,961","60","159","41","0,0","27.636","0,0","23.993","0,0","13.527","214,3","0.504"
"14:08:59.828","5","5","1:18.309","140,582","94","164","51","0,0","27.545","0,0","30.028","0,0","20.736","101,9","1.060"
"14:10:38.747","6","6","1:38.919","111,291","128","164","34","0,0","34.685","0,0","40.539","0,0","23.695","98,3","1.099"
"14:12:23.041","7","7","1:44.294","105,555","96","164","31","0,0","46.162","0,0","39.719","0,0","18.413","159,8","0.676"
"14:14:13.679","8","8","1:50.638","99,503","49","164","31","0,0","50.261","0,0","45.921","0,0","14.456","157,7","0.685"
"14:15:18.898","9","9","1:05.219","168,797","66","166","29","0,0","27.506","0,0","24.077","0,0","13.636","203,4","0.531"
"14:16:23.063","10","10","1:04.165","171,570","26","160","33","0,0","27.219","0,0","23.473","0,0","13.473","215,6","0.501"
"14:17:28.495","11","11","1:05.432","168,248","28","159","41","0,0","27.540","0,0","24.201","0,0","13.691","203,0","0.532"
"14:18:33.195","12","12","1:04.700","170,151","27","164","30","0,0","27.377","0,0","23.845","0,0","13.478","214,7","0.503"
"14:19:38.737","13","13","1:05.542","167,966","62","162","63","0,0","27.373","0,0","24.339","0,0","13.830","204,9","0.527"
"14:21:21.861","14","14","1:43.124","106,753","53","179","24","0,0","27.552","0,0","24.080","","","203,0","0.532"
"14:22:39.746","15","15","1:17.885","141,347","35","167","36","","","0,0","24.459","0,0","13.498","215,6","0.501"
"14:23:45.532","16","16","1:05.786","167,343","25","167","29","0,0","27.792","0,0","24.441","0,0","13.553","214,3","0.504"
"14:24:51.112","17","17","1:05.580","167,868","51","164","54","0,0","27.603","0,0","24.308","0,0","13.669","203,8","0.530"
"14:25:56.518","18","18","1:05.406","168,315","59","172","47","0,0","27.666","0,0","24.180","0,0","13.560","215,1","0.502"
"14:27:02.593","19","19","1:06.075","166,611","29","165","43","0,0","28.000","0,0","24.365","0,0","13.710","203,4","0.531"
"14:28:08.814","20","20","1:06.221","166,243","48","166","39","0,0","27.720","0,0","24.852","0,0","13.649","211,8","0.510"
"14:29:15.728","21","21","1:06.914","164,522","59","167","34","0,0","28.373","0,0","24.497","0,0","14.044","203,4","0.531"
"14:30:22.059","22","22","1:06.331","165,968","32","164","37","0,0","27.985","0,0","24.558","0,0","13.788","203,0","0.532"
"14:31:28.299","23","23","1:06.240","166,196","43","162","34","0,0","27.893","0,0","24.426","0,0","13.921","203,4","0.531"
"14:32:34.651","24","24","1:06.352","165,915","48","164","31","0,0","27.916","0,0","24.657","0,0","13.779","202,2","0.534"
"14:33:40.981","25","25","1:06.330","165,970","51","166","31","0,0","27.863","0,0","24.564","0,0","13.903","202,6","0.533"
"14:34:47.365","26","26","1:06.384","165,835","33","163","33","0,0","27.907","0,0","24.620","0,0","13.857","202,2","0.534"
"14:35:54.060","27","27","1:06.695","165,062","30","161","53","0,0","28.061","0,0","24.690","0,0","13.944","201,9","0.535"
81 - Arthur Leist - Stock Car PRO 2024
"14:04:26.753","1","1","1:10.028","157,206","36","167","29","0,0","30.622","0,0","25.240","0,0","14.166","202,2","0.534"
"14:05:33.091","2","2","1:06.338","165,950","46","164","24","0,0","28.283","0,0","24.425","0,0","13.630","210,5","0.513"
"14:06:38.448","3","3","1:05.357","168,441","51","165","33","0,0","27.577","0,0","24.116","0,0","13.664","203,4","0.531"
"14:07:44.366","4","4","1:05.918","167,007","48","165","41","0,0","28.008","0,0","24.357","0,0","13.553","212,6","0.508"
"14:09:02.636","5","5","1:18.270","140,652","64","163","51","0,0","27.455","0,0","30.895","0,0","19.920","94,2","1.147"
"14:10:41.711","6","6","1:39.075","111,116","115","161","34","0,0","34.802","0,0","41.563","0,0","22.710","106,7","1.012"
"14:12:26.794","7","7","1:45.083","104,763","77","173","31","0,0","46.174","0,0","41.173","0,0","17.736","152,1","0.710"
"14:14:15.664","8","8","1:48.870","101,119","26","162","31","0,0","50.748","0,0","43.825","0,0","14.297","161,2","0.670"
"14:15:20.904","9","9","1:05.240","168,743","42","162","29","0,0","27.645","0,0","23.964","0,0","13.631","203,4","0.531"
"14:16:25.663","10","10","1:04.759","169,996","46","166","33","0,0","27.393","0,0","23.846","0,0","13.520","213,4","0.506"
"14:17:30.700","11","11","1:05.037","169,270","49","164","41","0,0","27.377","0,0","24.012","0,0","13.648","203,8","0.530"
"14:18:35.629","12","12","1:04.929","169,551","43","161","30","0,0","27.399","0,0","24.020","0,0","13.510","212,2","0.509"
"14:19:40.710","13","13","1:05.081","169,155","50","162","63","0,0","27.359","0,0","24.118","0,0","13.604","203,4","0.531"
"14:20:45.467","14","14","1:04.757","170,002","49","160","43","0,0","27.370","0,0","23.919","0,0","13.468","212,6","0.508"
"14:21:50.642","15","15","1:05.175","168,911","51","169","36","0,0","27.328","0,0","24.182","0,0","13.665","203,0","0.532"
"14:23:29.348","16","16","1:38.706","111,531","46","175","17","0,0","27.404","0,0","24.129","","","202,6","0.533"
"14:24:49.238","17","17","1:19.890","137,799","43","163","54","","","0,0","24.647","0,0","13.921","203,0","0.532"
"14:26:29.468","18","19","1:40.230","109,835","86","170","20","0,0","28.027","0,0","24.855","","","176,8","0.611"
"14:27:49.369","19","20","1:19.901","137,781","53","163","39","","","0,0","24.196","0,0","13.790","203,0","0.532"
"14:29:22.553","20","21","1:33.184","118,140","57","169","14","0,0","27.645","0,0","24.139","","","201,1","0.537"
"14:30:43.243","21","22","1:20.690","136,433","50","165","37","","","0,0","24.321","0,0","13.749","203,0","0.532"
"14:31:48.909","22","23","1:05.666","167,648","42","164","31","0,0","27.652","0,0","24.289","0,0","13.725","201,9","0.535"
"14:32:54.660","23","24","1:05.751","167,432","53","161","31","0,0","27.757","0,0","24.221","0,0","13.773","203,0","0.532"
"14:34:00.060","24","25","1:05.400","168,330","49","162","33","0,0","27.489","0,0","24.174","0,0","13.737","202,6","0.533"
"14:35:05.501","25","26","1:05.441","168,225","45","162","34","0,0","27.528","0,0","24.162","0,0","13.751","203,0","0.532"
"14:36:11.114","26","27","1:05.613","167,784","49","160","53","0,0","27.646","0,0","24.256","0,0","13.711","202,2","0.534"
4 - Julio Campos - Stock Car PRO 2024
"14:04:27.262","1","1","1:09.436","158,546","23","173","29","0,0","30.126","0,0","25.313","0,0","13.997","203,8","0.530"
"14:05:34.191","2","2","1:06.929","164,485","16","173","24","0,0","28.373","0,0","24.655","0,0","13.901","203,4","0.531"
"14:06:40.074","3","3","1:05.883","167,096","23","169","33","0,0","28.020","0,0","24.174","0,0","13.689","204,5","0.528"
"14:07:45.675","4","4","1:05.601","167,815","27","168","41","0,0","27.651","0,0","24.196","0,0","13.754","204,9","0.527"
"14:09:06.659","5","5","1:20.984","135,938","40","168","51","0,0","28.255","0,0","32.547","0,0","20.182","103,3","1.045"
"14:10:45.917","6","6","1:39.258","110,911","29","166","34","0,0","34.690","0,0","42.839","0,0","21.729","90,4","1.195"
"14:12:30.642","7","7","1:44.725","105,121","80","169","31","0,0","46.345","0,0","41.709","0,0","16.671","150,2","0.719"
"14:14:18.154","8","8","1:47.512","102,396","29","169","31","0,0","50.824","0,0","42.550","0,0","14.138","171,7","0.629"
"14:15:23.435","9","9","1:05.281","168,637","26","172","29","0,0","27.550","0,0","24.109","0,0","13.622","204,2","0.529"
"14:16:28.789","10","10","1:05.354","168,449","23","164","33","0,0","27.540","0,0","24.176","0,0","13.638","204,2","0.529"
"14:17:33.969","11","11","1:05.180","168,898","25","168","41","0,0","27.456","0,0","24.088","0,0","13.636","204,5","0.528"
"14:18:39.222","12","12","1:05.253","168,709","15","169","30","0,0","27.461","0,0","24.149","0,0","13.643","203,8","0.530"
"14:19:44.644","13","13","1:05.422","168,274","14","170","63","0,0","27.457","0,0","24.254","0,0","13.711","204,2","0.529"
"14:20:50.345","14","14","1:05.701","167,559","16","166","33","0,0","27.729","0,0","24.254","0,0","13.718","204,2","0.529"
"14:21:56.363","15","15","1:06.018","166,755","21","168","36","0,0","27.827","0,0","24.376","0,0","13.815","203,4","0.531"
"14:23:02.234","16","16","1:05.871","167,127","25","169","29","0,0","27.793","0,0","24.324","0,0","13.754","203,8","0.530"
"14:24:55.969","17","17","1:53.735","96,793","68","178","23","0,0","28.010","0,0","24.555","","","202,6","0.533"
"14:26:17.546","18","19","1:21.577","134,950","16","166","47","","","0,0","24.816","0,0","13.929","202,6","0.533"
"14:27:23.723","19","20","1:06.177","166,354","14","171","43","0,0","28.102","0,0","24.332","0,0","13.743","203,0","0.532"
"14:28:29.958","20","21","1:06.235","166,208","31","170","39","0,0","28.061","0,0","24.388","0,0","13.786","202,6","0.533"
"14:29:35.889","21","21","1:05.931","166,975","22","168","34","0,0","27.880","0,0","24.312","0,0","13.739","203,0","0.532"
"14:30:42.159","22","22","1:06.270","166,120","26","167","37","0,0","27.988","0,0","24.484","0,0","13.798","203,0","0.532"
38 - Zezinho Muggiati - Stock Car PRO 2024
"14:04:26.391","1","1","1:09.936","157,412","25","192","29","0,0","30.503","0,0","25.255","0,0","14.178","200,4","0.539"
"14:05:32.051","2","2","1:05.660","167,664","25","183","24","0,0","28.089","0,0","24.037","0,0","13.534","216,9","0.498"
"14:06:37.870","3","3","1:05.819","167,259","52","190","33","0,0","27.731","0,0","24.193","0,0","13.895","205,3","0.526"
"14:07:43.862","4","4","1:05.992","166,820","41","184","41","0,0","28.385","0,0","23.896","0,0","13.711","216,0","0.500"
